Company,NSE Symbol,ISIN,Sector,Sub-Industry
Gillanders Arbuthnot & Company Limited,GILLANDERS,INE047B01011,Diversified,Diversified
M K Proteins Limited,MKPL,INE964W01021,Fast Moving Consumer Goods,Edible Oil
Zee Learn Limited,ZEELEARN,INE565L01011,Consumer Discretionary,Education
Dai-Ichi Karkaria Limited,DAICHI,INE928C01010,Commodities,Specialty Chemicals
Supreme Holdings & Hospitality (India) Limited,SUPREME,INE822E01011,Consumer Discretionary,Residential Commercial Projects
Aarvi Encon Limited,AARVI,INE754X01016,Services,Diversified Commercial Services
Quint Digital Limited,QUINT,INE641R01017,Consumer Discretionary,Electronic Media
Mahalaxmi Rubtech Limited,MHLXMIRU,INE112D01035,Consumer Discretionary,Other Textile Products
Lancor Holdings Limited,LANCORHOL,INE572G01025,Consumer Discretionary,Residential Commercial Projects
Aspinwall and Company Limited,ASPINWALL,INE991I01015,Diversified,Diversified
Vaswani Industries Limited,VASWANI,INE590L01019,Commodities,Sponge Iron
Shree Ram Twistex Limited,SRTL,INE19GK01015,Consumer Discretionary,Other Textile Products
Virinchi Limited,VIRINCHI,INE539B01017,Information Technology,Software Products
Kamdhenu Ventures Limited,KAMDHENU,INE390H01020,Consumer Discretionary,Paints
Bharat Gears Limited,BHARATGEAR,INE561C01019,Consumer Discretionary,Auto Components & Equipments
Superhouse Limited,SUPERHOUSE,INE712B01010,Consumer Discretionary,Leather And Leather Products
GP Petroleums Limited,GULFPETRO,INE586G01017,Energy,Lubricants
Bharat Road Network Limited,BRNL,INE727S01012,Services,Road Assets - Toll Annuity Hybrid-Annuity
Dev Information Technology Limited,DEVIT,INE060X01034,Information Technology,IT Enabled Services
Indian Terrain Fashions Limited,INDTERRAIN,INE611L01021,Consumer Discretionary,Garments & Apparels
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,INE452L01012,Industrials,Iron & Steel Products
Tamboli Industries Limited,TAMBOLIIN,INE864J01012,Financial Services,Holding Company
Tips Films Limited,TIPSFILMS,INE0LQS01015,Consumer Discretionary,Film Production Distribution & Exhibition
IVP Limited,IVP,INE043C01018,Commodities,Specialty Chemicals
Paul Merchants Limited,PML,INE291E01019,Financial Services,Other Financial Services
Natural Capsules Limited,NATCAPSUQ,INE936B01015,Healthcare,Pharmaceuticals
Amj Land Holdings Limited,AMJLAND,INE606A01024,Consumer Discretionary,Residential Commercial Projects
Digicontent Limited,DGCONTENT,INE03JI01017,Consumer Discretionary,Advertising & Media Agencies
Available Finance Limited,AVAILFC,INE325G01010,Financial Services,Other Financial Services
Emmbi Industries Limited,EMMBI,INE753K01015,Industrials,Packaging
Metroglobal Limited,METROGLOBL,INE085D01033,Services,Trading & Distributors
Baid Finserv Limited,BAIDFIN,INE020D01022,Financial Services,Non Banking Financial Company (NBFC)
Archidply Industries Limited,ARCHIDPLY,INE877I01016,Consumer Discretionary,Plywood Boards/ Laminates
Kritika Wires Limited,KRITIKA,INE00Z501029,Industrials,Iron & Steel Products
Modern Threads (India) Limited,MODTHREAD,INE794W01014,Consumer Discretionary,Other Textile Products
Ishan Dyes and Chemicals Limited,ISHANCH,INE561M01018,Commodities,Specialty Chemicals
AksharChem India Limited,AKSHARCHEM,INE542B01011,Commodities,Dyes And Pigments
DCM  Limited,DCM,INE498A01018,Information Technology,IT Enabled Services
UMIYA BUILDCON LIMITED,UMIYA-MRO,INE398B01018,Telecommunication,Telecom - Equipment & Accessories
Hindprakash Industries Limited,HPIL,INE05X901010,Commodities,Dyes And Pigments
Bilcare Limited,BI,INE986A01012,Healthcare,Healthcare Research Analytics & Technology
Prajay Engineers Syndicate Limited,PRAENG,INE505C01016,Consumer Discretionary,Residential Commercial Projects
Xelpmoc Design And Tech Limited,XELPMOC,INE01P501012,Information Technology,Software Products
Signet Industries Limited,SIGIND,INE529F01035,Services,Trading & Distributors
Indbank Merchant Banking Services Limited,INDBANK,INE841B01017,Financial Services,Stockbroking & Allied
Salona Cotspin Limited,SALONA,INE498E01010,Consumer Discretionary,Other Textile Products
Alpa Laboratories Limited,ALPA,INE385I01010,Healthcare,Pharmaceuticals
Lagnam Spintex Limited,LAGNAM,INE548Z01017,Consumer Discretionary,Other Textile Products
Dhunseri Tea & Industries Limited,DTIL,INE341R01014,Fast Moving Consumer Goods,Tea & Coffee
Crown Lifters Limited,CROWN,INE491V01019,Industrials,Industrial Products
Alphageo (India) Limited,ALPHAGEO,INE137C01018,Energy,Offshore Support Solution Drilling
Magnum Ventures Limited,MAGNUM,INE387I01016,Commodities,Paper & Paper Products
Shah Alloys Limited,SHAHALLOYS,INE640C01011,Industrials,Iron & Steel Products
AVRO INDIA LIMITED,AVROIND,INE652Z01025,Consumer Discretionary,Plastic Products - Consumer
Intrasoft Technologies Limited,ISFT,INE566K01011,Consumer Discretionary,E-Retail/ E-Commerce
HEC Infra Projects Limited,HECPROJECT,INE558R01013,Industrials,Civil Construction
Uravi Defence and Technology Limited,URAVIDEF,INE568Z01015,Consumer Discretionary,Auto Components & Equipments
Aartech Solonics Limited,AARTECH,INE01C001026,Industrials,Heavy Electrical Equipment
Sonal Mercantile Limited,SONAL,INE321M01017,Financial Services,Non Banking Financial Company (NBFC)
Landsmill Green Limited,LANDSMILL,INE688J01023,Services,Trading & Distributors
Narmada Agrobase Limited,NARMADA,INE117Z01011,Fast Moving Consumer Goods,Animal Feed
Surana Solar Limited,SURANASOL,INE272L01022,Services,Trading & Distributors
Reliable Data Services Limited,RELIABLE,INE375Y01018,Financial Services,Other Financial Services
Thakkers Developers Limited,THAKDEV,INE403F01017,Consumer Discretionary,Residential Commercial Projects
Cubex Tubings Limited,CUBEXTUB,INE144D01012,Industrials,Aluminium Copper & Zinc Products
Sampann Utpadan India Limited,SAMPANN,INE735M01018,Industrials,Rubber
Bal Pharma Limited,BALPHARMA,INE083D01012,Healthcare,Pharmaceuticals
Texmo Pipes and Products Limited,TEXMOPIPES,INE141K01013,Industrials,Plastic Products - Industrial
Sambhaav Media Limited,SAMBHAAV,INE699B01027,Consumer Discretionary,Electronic Media
RSD Finance Limited,RSDFIN,INE616F01022,Financial Services,Non Banking Financial Company (NBFC)
Coral India Finance & Housing Limited,CORALFINAC,INE558D01021,Services,Diversified Commercial Services
Premco Global Limited,PREMCO,INE001E01012,Consumer Discretionary,Other Textile Products
Tarmat Limited,TARMAT,INE924H01018,Industrials,Civil Construction
Vipul Limited,VIPULLTD,INE946H01037,Consumer Discretionary,Residential Commercial Projects
Weizmann Limited,WEIZMANIND,INE080A01014,Consumer Discretionary,Other Textile Products
Airo Lam limited,AIROLAM,INE801L01010,Consumer Discretionary,Plywood Boards/ Laminates
SecMark Consultancy Limited,SECMARK,INE0BTM01013,Information Technology,Computers - Software & Consulting
BSL Limited,BSL,INE594B01012,Consumer Discretionary,Other Textile Products
Norben Tea & Exports Limited,NORBTEAEXP,INE369C01017,Fast Moving Consumer Goods,Tea & Coffee
Shri Krishna Devcon Limited,SHRIKRISH,INE997I01012,Consumer Discretionary,Residential Commercial Projects
Lahoti Overseas Limited,LAHOTIOV,INE515C01023,Services,Trading & Distributors
BCPL Railway Infrastructure Limited,BCPL,INE00SW01015,Industrials,Civil Construction
Rajshree Sugars & Chemicals Limited,RAJSREESUG,INE562B01019,Fast Moving Consumer Goods,Sugar
Ganges Securities Limited,GANGESSECU,INE335W01016,Fast Moving Consumer Goods,Tea & Coffee
Lorenzini Apparels Limited,LAL,INE740X01023,Consumer Discretionary,Garments & Apparels
Rajshree Polypack Limited,RPPL,INE760W01023,Industrials,Packaging
AAA Technologies Limited,AAATECH,INE0D0U01013,Services,Consulting Services
GTL Limited,GTL,INE043A01012,Telecommunication,Other Telecom Services
Thacker & Company Limited,THACKER,INE077P01034,Financial Services,Other Financial Services
Udayshivakumar Infra Limited,USK,INE0N0Y01013,Industrials,Civil Construction
Jocil Limited,JOCIL,INE839G01010,Commodities,Commodity Chemicals
Bodhi Tree Multimedia Limited,BTML,INE0EEJ01023,Consumer Discretionary,Digital Entertainment
Mukta Arts Limited,MUKTAARTS,INE374B01019,Consumer Discretionary,Film Production Distribution & Exhibition
Vishwaraj Sugar Industries Limited,VISHWARAJ,INE430N01022,Fast Moving Consumer Goods,Sugar
B & A Limited,BNALTD,INE489D01011,Fast Moving Consumer Goods,Tea & Coffee
Regency Ceramics Limited,REGENCERAM,INE277C01012,Consumer Discretionary,Ceramics
Orissa Bengal Carrier Limited,OBCL,INE426Z01016,Services,Logistics Solution Provider
Moksh Ornaments Limited,MOKSH,INE514Y01020,Consumer Discretionary,Gems Jewellery And Watches
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,INE00IK01029,Fast Moving Consumer Goods,Other Agricultural Products
GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE,INE581X01021,Consumer Discretionary,Other Textile Products
Zenith Exports Limited,ZENITHEXPO,INE058B01018,Consumer Discretionary,Leather And Leather Products
Rajnandini Metal Limited,RAJMET,INE00KV01022,Industrials,Aluminium Copper & Zinc Products
Art Nirman Limited,ARTNIRMAN,INE738V01013,Consumer Discretionary,Residential Commercial Projects
Raj Television Network Limited,RAJTV,INE952H01027,Consumer Discretionary,TV Broadcasting & Software Production
GVP Infotech Limited,GVPTECH,INE382T01030,Information Technology,IT Enabled Services
Lambodhara Textiles Limited,LAMBODHARA,INE112F01022,Consumer Discretionary,Other Textile Products
Shyam Century Ferrous Limited,SHYAMCENT,INE979R01011,Commodities,Ferro & Silica Manganese
The Grob Tea Company Limited,GROBTEA,INE646C01018,Fast Moving Consumer Goods,Tea & Coffee
Lovable Lingerie Limited,LOVABLE,INE597L01014,Consumer Discretionary,Garments & Apparels
DB (International) Stock Brokers Limited,DBSTOCKBRO,INE921B01025,Financial Services,Stockbroking & Allied
Sarthak Metals Limited,SMLT,INE017W01010,Industrials,Iron & Steel Products
B.A.G Films and Media Limited,BAGFILMS,INE116D01028,Consumer Discretionary,TV Broadcasting & Software Production
Standard Industries Limited,SIL,INE173A01025,Consumer Discretionary,Trading - Textile Products
Aarnav Fashions Limited,AARNAV,INE750R01016,Consumer Discretionary,Other Textile Products
Goyal Aluminiums Limited,GOYALALUM,INE705X01026,Services,Trading & Distributors
Beardsell Limited,BEARDSELL,INE520H01022,Industrials,Other Industrial Products
Sadbhav Infrastructure Project Limited,SADBHIN,INE764L01010,Services,Road Assets - Toll Annuity Hybrid-Annuity
Jet Freight Logistics Limited,JETFREIGHT,INE982V01025,Services,Logistics Solution Provider
Digjam Limited,DIGJAMLMTD,INE731U01028,Consumer Discretionary,Other Textile Products
Barak Valley Cements Limited,BVCL,INE139I01011,Commodities,Cement & Cement Products
Kohinoor Foods Limited,KOHINOOR,INE080B01012,Fast Moving Consumer Goods,Other Food Products
The Motor & General Finance Limited,MOTOGENFIN,INE861B01023,Services,Diversified Commercial Services
Reliance Chemotex Industries Limited,RELIANCE,INE002A01018,Consumer Discretionary,Other Textile Products
Cinevista Limited,CINEVISTA,INE039B01026,Consumer Discretionary,Residential Commercial Projects
Onelife Capital Advisors Limited,ONELIFECAP,INE912L01015,Financial Services,Stockbroking & Allied
AMD Industries Limited,AMDIND,INE005I01014,Industrials,Packaging
Total Transport Systems Limited,TOTAL,INE336X01012,Services,Logistics Solution Provider
Patel Integrated Logistics Limited,PATINTLOG,INE529D01014,Services,Logistics Solution Provider
SPL Industries Limited,SPLIL,INE978G01016,Consumer Discretionary,Trading - Textile Products
Uma Exports Limited,UMAEXPORTS,INE0GIU01018,Services,Trading & Distributors
Fiberweb (India) Limited,FIBERWEB,INE296C01020,Consumer Discretionary,Other Textile Products
Atam Valves Limited,ATAM,INE09KD01013,Industrials,Industrial Products
Zenith Steel Pipes & Industries Limited,ZENITHSTL,INE318D01020,Industrials,Iron & Steel Products
Accuracy Shipping Limited,ACCURACY,INE648Z01023,Services,Logistics Solution Provider
Hisar Metal Industries Limited,HISARMETAL,INE598C01011,Industrials,Iron & Steel Products
Nagreeka Exports Limited,NAGREEKEXP,INE123B01028,Consumer Discretionary,Other Textile Products
RKEC Projects Limited,RKEC,INE786W01010,Industrials,Civil Construction
HandsOn Global Management (HGM) Limited,HGM,INE596H01014,Information Technology,IT Enabled Services
Prakash Steelage Limited,PRAKASHSTL,INE696K01024,Industrials,Iron & Steel Products
Banaras Beads Limited,BANARBEADS,INE655B01011,Consumer Discretionary,Gems Jewellery And Watches
NRB Industrial Bearings Limited,NRBBEARING,INE349A01021,Industrials,Abrasives & Bearings
TruCap Finance Limited,TRU,INE615R01029,Financial Services,Non Banking Financial Company (NBFC)
Ajooni Biotech Limited,AJOONI,INE820Y01021,Fast Moving Consumer Goods,Animal Feed
Paras Petrofils Limited,PARASPETRO,INE162C01024,Financial Services,Investment Company
Orchasp Limited,ORCHASP,INE215B01022,Information Technology,Computers - Software & Consulting
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,INE650K01021,Information Technology,IT Enabled Services
Alkali Metals Limited,ALKALI,INE773I01017,Commodities,Specialty Chemicals
Raj Oil Mills Limited,ROML,INE294G01026,Fast Moving Consumer Goods,Edible Oil
Future Market Networks Limited,FMNL,INE360L01017,Services,Diversified Commercial Services
Sundaram Multi Pap Limited,SUNDARAM,INE108E01023,Fast Moving Consumer Goods,Stationary
Bonlon Industries Limited,BONLON,INE0B9A01018,Commodities,Trading - Metals
Atlas Cycles (Haryana) Limited,ATLASCYCLE,INE446A01025,Consumer Discretionary,Cycles
Agri-Tech (India) Limited,AGRITECH,INE449G01018,Fast Moving Consumer Goods,Other Agricultural Products
Anmol India Limited,ANMOL,INE02AR01019,Energy,Trading - Coal
Orient Press Limited,ORIENTLTD,INE609C01024,Industrials,Packaging
Agro Phos India Limited,AGROPHOS,INE740V01019,Commodities,Fertilizers
Priti International Limited,PRITI,INE974Z01015,Consumer Discretionary,Furniture Home Furnishing
Balkrishna Paper Mills Limited,BALKRISHNA,INE875R01011,Commodities,Paper & Paper Products
3P Land Holdings Limited,3PLAND,INE105C01023,Financial Services,Investment Company
GACM Technologies Limited,GATECH,INE224E01028,Financial Services,Other Financial Services
Nandani Creation Limited,JAIPURKURT,INE696V01013,Consumer Discretionary,Garments & Apparels
Teamo Productions HQ Limited,TPHQ,INE065J01024,Services,Trading & Distributors
ICDS Limited,ICDSLTD,INE613B01010,Services,Diversified Commercial Services
Hybrid Financial Services Limited,HYBRIDFIN,INE965B01022,Financial Services,Stockbroking & Allied
Malu Paper Mills Limited,MALUPAPER,INE383H01017,Commodities,Paper & Paper Products
Gayatri Highways Limited,GAYAHWS,INE287Z01012,Services,Road Assets - Toll Annuity Hybrid-Annuity
Vinny Overseas Limited,VINNY,INE01KI01027,Consumer Discretionary,Garments & Apparels
Karma Energy Limited,KARMAENG,INE725L01011,Utilities,Power Generation
Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM,INE829A01014,Healthcare,Pharmaceuticals
Ahlada Engineers Limited,AHLADA,INE00PV01013,Consumer Discretionary,Furniture Home Furnishing
Bang Overseas Limited,BANG,INE863I01016,Consumer Discretionary,Garments & Apparels
AKI India Limited,AKI,INE642Z01026,Consumer Discretionary,Leather And Leather Products
Dangee Dums Limited,DANGEE,INE688Y01022,Fast Moving Consumer Goods,Other Food Products
Archies Limited,ARCHIES,INE731A01020,Consumer Discretionary,Leisure Products
Manugraph India Limited,MANUGRAPH,INE867A01022,Industrials,Industrial Products
Oriental Trimex Limited,ORIENTALTL,INE998H01012,Consumer Discretionary,Granites & Marbles
Auri Grow India Limited,AURIGROW,INE925Y01036,Industrials,Cables - Electricals
Mittal Life Style Limited,MITTAL,INE997Y01027,Consumer Discretionary,Garments & Apparels
Jain Irrigation Systems Limited,JISLJALEQS,INE175A01038,Industrials,Plastic Products - Industrial
Madhucon Projects Limited,MADHUCON,INE378D01032,Industrials,Civil Construction
Archidply Decor Limited,ADL,INE0CHO01012,Consumer Discretionary,Plywood Boards/ Laminates
Lasa Supergenerics Limited,LASA,INE670X01014,Healthcare,Pharmaceuticals
NK Industries Limited,NKIND,INE542C01019,Fast Moving Consumer Goods,Edible Oil
Sagardeep Alloys Limited,SAGARDEEP,INE976T01013,Industrials,Aluminium Copper & Zinc Products
Aro Granite Industries Limited,AROGRANITE,INE210C01013,Consumer Discretionary,Granites & Marbles
Lexus Granito (India) Limited,LEXUS,INE500X01013,Consumer Discretionary,Ceramics
Ashoka Metcast Limited,ASHOKAMET,INE760Y01011,Commodities,Trading - Metals
Akshar Spintex Limited,AKSHAR,INE256Z01025,Consumer Discretionary,Other Textile Products
Country Condo's Limited,COUNCODOS,INE695B01025,Consumer Discretionary,Residential Commercial Projects
Diligent Media Corporation Limited,DNAMEDIA,INE016M01021,Consumer Discretionary,Electronic Media
Akg Exim Limited,AKG,INE00Y801016,Services,Trading & Distributors
DSJ Keep Learning Limited,KEEPLEARN,INE055C01020,Consumer Discretionary,Education
Ganga Forging Limited,GANGAFORGE,INE691Z01023,Industrials,Castings & Forgings
Mohit Industries Limited,MOHITIND,INE954E01012,Consumer Discretionary,Other Textile Products
Madhav Marbles and Granites Limited,MADHAV,INE925C01016,Consumer Discretionary,Granites & Marbles
Kanani Industries Limited,KANANIIND,INE879E01037,Consumer Discretionary,Gems Jewellery And Watches
Libas Consumer Products Limited,LIBAS,INE908V01012,Consumer Discretionary,Garments & Apparels
Williamson Magor & Company Limited,WILLAMAGOR,INE210A01017,Financial Services,Investment Company
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,INE234I01028,Consumer Discretionary,Hotels & Resorts
STL Global Limited,SGL,INE353H01010,Consumer Discretionary,Other Textile Products
Infomedia Press Limited,INFOMEDIA,INE669A01022,Consumer Discretionary,Printing & Publication
Kridhan Infra Limited,KRIDHANINF,INE524L01026,Industrials,Civil Construction
Next Mediaworks Limited,NEXTMEDIA,INE747B01016,Consumer Discretionary,Media & Entertainment
Super Spinning Mills Limited,SUPERSPIN,INE662A01027,Consumer Discretionary,Other Textile Products
Pritish Nandy Communications Limited,PNC,INE392B01011,Consumer Discretionary,Film Production Distribution & Exhibition
TGB Banquets And Hotels Limited,TGBHOTELS,INE797H01018,Consumer Discretionary,Hotels & Resorts
Vaxtex Cotfab Limited,VCL,INE098201036,Consumer Discretionary,Other Textile Products
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,INE293B01029,Consumer Discretionary,Hotels & Resorts
Silly Monks Entertainment Limited,SILLYMONKS,INE203Y01012,Consumer Discretionary,Media & Entertainment
Gujarat Raffia Industries Limited,GUJRAFFIA,INE610B01024,Industrials,Packaging
Ace Integrated Solutions Limited,ACEINTEG,INE543V01017,Commodities,Trading - Chemicals
TV Vision Limited,TVVISION,INE871L01013,Consumer Discretionary,TV Broadcasting & Software Production
TCI Finance Limited,TCIFINANCE,INE911B01018,Financial Services,Non Banking Financial Company (NBFC)
Heads UP Ventures Limited,HEADSUP,INE759V01019,Consumer Discretionary,Garments & Apparels
Lypsa Gems & Jewellery Limited,LYPSAGEMS,INE142K01011,Consumer Discretionary,Gems Jewellery And Watches
Visagar Polytex Limited,VIVIDHA,INE370E01029,Consumer Discretionary,Garments & Apparels
Niraj Ispat Industries Limited,NIRAJISPAT,INE326T01011,Consumer Discretionary,Plastic Products - Consumer
Antarctica Limited,ANTGRAPHIC,INE414B01021,Industrials,Packaging
Creative Eye Limited,CREATIVEYE,INE230B01021,Consumer Discretionary,Media & Entertainment
Rajdarshan Industries Limited,ARENTERP,INE610C01014,Commodities,Trading - Minerals
Blue Chip India Limited,BLUECHIP,INE657B01025,Financial Services,Investment Company
GACM Technologies Limited,GATECH,INE224E01028,Financial Services,Other Financial Services
Shanti Overseas (India) Limited,SHANTI,INE933X01016,Fast Moving Consumer Goods,Other Agricultural Products
BN Agrochem Limited,BNAGROCHEM,INE00HZ01011,,
Cura Technologies Limited,CURAA,INE117B01020,,
IL&FS Engineering and Construction Company Limited,IL&FSENGG,INE369I01014,Industrials,Civil Construction
Kanchi Karpooram Limited,KANCHI,INE081G01019,,
Raj Rayon Industries Limited,RAJRILTD,INE533D01032,Consumer Discretionary,Other Textile Products
Reliance Home Finance Limited,RHFL,INE217K01011,Financial Services,Housing Finance Company
RMC Switchgears Limited,RMC,INE655V01019,Industrials,Other Electrical Equipment
Sical Logistics Limited,SICALLOG,INE075B01020,,
Swan Defence and Heavy Industries Limited,SWANDEF,INE542F01020,,
Take Solutions Limited,TAKE,INE142I01023,Healthcare,Healthcare Research Analytics & Technology
Viceroy Hotels Limited,VHLTD,INE048C01025,,
